time_s,lateral_error_m,yaw_rad,yaw_rate_cmd
10.9,0.2744067720486976,1.9038229297215554,-0.364323278357291
10.950000000000001,0.2886742002175327,1.8846144556781466,-0.38416948086817665
11.0,0.3030322763530894,1.8644072616629193,-0.4041438803045458
11.05,0.31747920118631173,1.843195002318203,-0.4242451868943251
11.100000000000001,0.33201223736591756,1.8209714582351613,-0.44447088166083637
11.15,0.3466276483873547,1.7977306016195471,-0.46481713231228455
11.200000000000001,0.36132063693192706,1.7734666662324323,-0.4852787077422966
11.25,0.3760852830985469,1.7481742216471974,-0.5058488917046978
11.3,0.39091448309642407,1.721848251830299,-0.5265193963379656
11.350000000000001,0.4057998890578618,1.6944842380135494,-0.5472802763349937
11.4,0.4207318507252463,1.6660782457794991,-0.5681198446810065
11.450000000000001,0.435699359864003,1.636627016228732,-0.5890245910153448
11.5,0.4506899983520848,1.6061280610382518,-0.6099791038096042
11.55,0.4656898909943962,1.5745797611536059,-0.6309659976929186
11.600000000000001,0.4806836642049376,1.541981468783998,-0.6519658473921547
11.65,0.49565441178743136,1.5083336122896525,-0.6729571298869126
11.700000000000001,0.51058366912338,1.4736378034645323,-0.6939161765024039
11.75,0.5254513971410755,1.4378969466258957,-0.7148171367727321
11.8,0.540235977485845,1.4011153488260204,-0.7356319559975056
11.850000000000001,0.5549142203362655,1.3632988304020113,-0.7563303684801829
11.9,0.5694613863085044,1.3244548349784726,-0.7768799084707716
11.950000000000001,0.5838512238565869,1.2845925379368772,-0.7972459408319061
